id,experiment_id,is_map,image_url,commons_url,map_ne_lng,map_sw_lng,map_ne_lat,map_sw_lat,map_annotations_count,label,avg_rank,new feature,median_rank,rank_var,avg_normalized_rank,normalized_rank_var,avg_validation_question_correct,avg_rank_validated,rank_validated_var,avg_normalized_rank_validated,normalized_rank_validated_var,generation_method,generation_score,article_title_2_text_esa,caption_2_text_esa,locations_2_article_text_esa,max_locations_2_article_text_esa,avg_locations_2_article_text_esa,median_locations_2_article_text_esa,max_article_title_2_article_text_esa,avg_article_title_2_article_text_esa,median_article_title_2_article_text_esa
40,40-11,0,https://upload.wikimedia.org/wikipedia/commons/b/b4/Changes_in_total_solar_irradiance_and_monthly_sunspot_numbers%2C_1975-2013.png,https://commons.wikimedia.org/wiki/File:Changes_in_total_solar_irradiance_and_monthly_sunspot_numbers%2C_1975-2013.png,,,,,,0,1,0,0.5,1.5,0.333333333,0.166666667,0.75,0.333333333,0.222222222,0.333333333,0.222222222,all,0.055875103,0.849817909,0.445425392,,,,,,,
27,27-10,0,https://upload.wikimedia.org/wikipedia/commons/4/44/World_marriage-equality_laws.svg,https://commons.wikimedia.org/wiki/File:World_marriage-equality_laws.svg,,,,,,0,1,0,0.5,1.5,0.333333333,0.166666667,0.25,3,0,3,0,all,0.041610349,0.837676206,0.658708168,,,,,0.837676206,0.752092781,0.756293091
37,37-10,0,https://upload.wikimedia.org/wikipedia/commons/c/c1/Perot_92.png,https://commons.wikimedia.org/wiki/File:Perot_92.png,,,,,,0,1,0,1,1,0.333333333,0.111111111,0.75,0.666666667,0.888888889,0.666666667,0.888888889,all,0.6264132,0.985233693,0.932289666,,,,,0.985233693,0.985233693,0.985233693
31,31-15,0,https://upload.wikimedia.org/wikipedia/commons/f/fd/Medicare_spending_per_capita.png,https://commons.wikimedia.org/wiki/File:Medicare_spending_per_capita.png,,,,,,0,1,0,1,0,0.333333333,0,0.75,1,0,1,0,all,0.564448315,0.983939421,0.986473039,,,,,0.983939421,0.939000113,0.977693541
37,37-11,0,https://upload.wikimedia.org/wikipedia/commons/8/8e/Ballot_access_of_Virgil_Goode_in_the_2012_US_presidential_election.svg,https://commons.wikimedia.org/wiki/File:Ballot_access_of_Virgil_Goode_in_the_2012_US_presidential_election.svg,,,,,,0,1,0,0.5,1.5,0.333333333,0.166666667,0.75,1.333333333,1.555555556,1.333333333,1.555555556,all,0.614465283,0.992779229,0.988946051,,,,,0.992779229,0.991096734,0.991096734
22,22-10,0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Health_spending_vs_beds_oecd_2008.png,https://commons.wikimedia.org/wiki/File:Health_spending_vs_beds_oecd_2008.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,0.75,1.333333333,0.222222222,1.333333333,0.222222222,all,0.03159188,0.966330386,0.988435815,,,,,0.966330386,0.966330386,0.966330386
33,33-14,0,https://upload.wikimedia.org/wikipedia/commons/8/82/EU_27_Gender_Pay_Gap.001.png,https://commons.wikimedia.org/wiki/File:EU_27_Gender_Pay_Gap.001.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.05644376,0.860885845,0.948403863,,,,,0.974814291,0.848809019,0.826057988
4,4/12/16,0,https://upload.wikimedia.org/wikipedia/commons/d/d5/Map_of_Alaska_NA.png,https://commons.wikimedia.org/wiki/File:Map_of_Alaska_NA.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.60906745,0.916137977,0.912175501,,,,,0.916137977,0.848838728,0.848838728
22,22-9,0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Health_Expenditure_per_capita_OECD_2013.png,https://commons.wikimedia.org/wiki/File:Health_Expenditure_per_capita_OECD_2013.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,0.75,1.333333333,0.222222222,1.333333333,0.222222222,all,0.106681098,0.985263863,0.977909836,,,,,0.985263863,0.949102315,0.976574424
21,21-16,0,https://upload.wikimedia.org/wikipedia/commons/b/b3/Cannab2_new.png,https://commons.wikimedia.org/wiki/File:Cannab2_new.png,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.140256173,0.924981133,0.919799556,,,,,0.949868335,0.896691061,0.917401209
24,24-8,0,https://upload.wikimedia.org/wikipedia/commons/f/fa/Apple_logo_black.svg,https://commons.wikimedia.org/wiki/File:Apple_logo_black.svg,,,,,,0,1,0,1,0.5,0.333333333,0.055555556,1,1,0.5,1,0.5,all,0.796868855,0.922661401,0.926476313,,,,,,,
33,33-11,0,https://upload.wikimedia.org/wikipedia/commons/b/b0/Transgender_Pride_flag.svg,https://commons.wikimedia.org/wiki/File:Transgender_Pride_flag.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.65356842,0.984912459,0.984350221,,,,,,,
3,Mar-00,0,https://upload.wikimedia.org/wikipedia/commons/a/ae/MTBI_incidince_bar_graph.svg,https://commons.wikimedia.org/wiki/File:MTBI_incidince_bar_graph.svg,,,,,,0,0.75,0,1,0.1875,0.25,0.020833333,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.63997053,0.953310339,0.776904116,,,,,0.953310339,0.953310339,0.953310339
26,26-35,0,https://upload.wikimedia.org/wikipedia/commons/b/b8/Venezuela_Oil_Reserves.png,https://commons.wikimedia.org/wiki/File:Venezuela_Oil_Reserves.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,0.75,0,0,0,0,all,0.62814,0.990639935,0.985299553,,,,,0.990639935,0.990611285,0.990611285
29,29-17,0,https://upload.wikimedia.org/wikipedia/commons/5/5f/2008_Democratic_Primaries_Popular_Vote.svg,https://commons.wikimedia.org/wiki/File:2008_Democratic_Primaries_Popular_Vote.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.151567944,0.991475293,0.993063037,,,,,0.995194675,0.986693709,0.991028393
17,17-19,0,https://upload.wikimedia.org/wikipedia/commons/7/73/US_Federal_Income_and_Payroll_Tax_Rates.png,https://commons.wikimedia.org/wiki/File:US_Federal_Income_and_Payroll_Tax_Rates.png,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.366538723,0.986368778,0.99489347,,,,,0.986368778,0.986368778,0.986368778
17,17-12,0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Historical_Marginal_Tax_Rate_for_Highest_and_Lowest_Income_Earners.jpg,https://commons.wikimedia.org/wiki/File:Historical_Marginal_Tax_Rate_for_Highest_and_Lowest_Income_Earners.jpg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.375372906,0.978370474,0.992880253,,,,,0.987020399,0.948542078,0.94142144
17,17-11,0,https://upload.wikimedia.org/wikipedia/commons/7/78/Federal_Receipts_by_Source.svg,https://commons.wikimedia.org/wiki/File:Federal_Receipts_by_Source.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.375372906,0.978370474,0.990359947,,,,,0.978370474,0.958041191,0.958041191
33,33-16,0,https://upload.wikimedia.org/wikipedia/commons/a/a9/Drosophila_XY_sex-determination.svg,https://commons.wikimedia.org/wiki/File:Drosophila_XY_sex-determination.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.020322267,0.95816439,0.657495215,,,,,0.95816439,0.917330566,0.93334467
17,17-16,0,https://upload.wikimedia.org/wikipedia/commons/f/fb/CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010.jpg,https://commons.wikimedia.org/wiki/File:CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010.jpg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.366538723,0.986368778,0.994838257,,,,,,,
27,27-9,0,https://upload.wikimedia.org/wikipedia/commons/3/33/Same-sex_marriage_map_Oceania.svg,https://commons.wikimedia.org/wiki/File:Same-sex_marriage_map_Oceania.svg,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,0.25,3,0,3,0,all,0.041610349,0.837676206,0.830362704,,,,,0.859702875,0.802970407,0.815747136
21,21-8,0,https://upload.wikimedia.org/wikipedia/commons/d/d8/CBN_structure.png,https://commons.wikimedia.org/wiki/File:CBN_structure.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.796535387,0.924684857,0.475757254,,,,,0.924684857,0.924684857,0.924684857
21,21-9,0,https://upload.wikimedia.org/wikipedia/commons/4/40/Cannabidivarin.png,https://commons.wikimedia.org/wiki/File:Cannabidivarin.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.796535387,0.924684857,0.435036732,,,,,0.924684857,0.700158885,0.700158885
21,21-10,0,https://upload.wikimedia.org/wikipedia/commons/6/6f/Cannabivarin.png,https://commons.wikimedia.org/wiki/File:Cannabivarin.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.796535387,0.924684857,0.339473127,,,,,0.924684857,0.700158885,0.700158885
21,21-13,0,https://upload.wikimedia.org/wikipedia/commons/c/c6/Vaporization-pipe-w-flame-filter2.png,https://commons.wikimedia.org/wiki/File:Vaporization-pipe-w-flame-filter2.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.787574887,0.928580645,0.679265059,,,,,0.928580645,0.764616802,0.764616802
26,26-27,0,https://upload.wikimedia.org/wikipedia/commons/b/bb/GasDepositDiagram.jpg,https://commons.wikimedia.org/wiki/File:GasDepositDiagram.jpg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,0.75,0.333333333,0.222222222,0.333333333,0.222222222,all,0.751475462,0.927731675,0.933940192,,,,,0.927731675,0.927731675,0.927731675
40,40-5,0,https://upload.wikimedia.org/wikipedia/commons/5/5c/DJIA_Trading_Volume.png,https://commons.wikimedia.org/wiki/File:DJIA_Trading_Volume.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,0.75,0,0,0,0,all,0.60129083,0.634107549,0.66484448,,,,,0.634107549,0.634107549,0.634107549
39,39-9,0,https://upload.wikimedia.org/wikipedia/commons/f/fc/U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,https://commons.wikimedia.org/wiki/File:U.S._Total_Deficits_vs._National_Debt_Increases_2001-2010.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.188926359,0.977408484,0.924739535,,,,,0.977408484,0.817571438,0.836696414
7,7/9/16,0,https://upload.wikimedia.org/wikipedia/commons/7/79/PPACA_Premium_Chart.jpg,https://commons.wikimedia.org/wiki/File:PPACA_Premium_Chart.jpg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.080592784,0.872049025,0.920342649,,,,,0.872049025,0.786673018,0.81897508
31,31-12,0,https://upload.wikimedia.org/wikipedia/commons/b/b0/Effects_of_Population_Aging_and_Excess_Health_Care_Costs_on_Entitlement_Programs_%282013%29.png,https://commons.wikimedia.org/wiki/File:Effects_of_Population_Aging_and_Excess_Health_Care_Costs_on_Entitlement_Programs_%282013%29.png,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.569779408,0.950113719,0.984926669,,,,,,,
3,3/1/16,0,https://upload.wikimedia.org/wikipedia/commons/9/90/Gehirn%2C_medial_-_beschriftet_lat.svg,https://commons.wikimedia.org/wiki/File:Gehirn%2C_medial_-_beschriftet_lat.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,0.75,0.333333333,0.222222222,0.333333333,0.222222222,all,0.623444997,0.859832727,0.694553389,,,,,,,
14,14-6,0,https://upload.wikimedia.org/wikipedia/commons/5/53/Personal_computers_%28million%29_ITU.png,https://commons.wikimedia.org/wiki/File:Personal_computers_%28million%29_ITU.png,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.202432432,0.95530912,0.977978661,,,,,,,
39,39-5,0,https://upload.wikimedia.org/wikipedia/commons/4/44/ElectoralCollege2012.svg,https://commons.wikimedia.org/wiki/File:ElectoralCollege2012.svg,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.728808844,0.985445953,0.965982849,,,,,0.985445953,0.890166331,0.909726131
26,26-25,0,https://upload.wikimedia.org/wikipedia/commons/0/0a/Production_of_oil_shale.png,https://commons.wikimedia.org/wiki/File:Production_of_oil_shale.png,,,,,,0,0.75,0,1,0.1875,0.25,0.020833333,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.758149966,0.9766291,0.984159857,,,,,0.982937204,0.980718333,0.982588695
22,22-11,0,https://upload.wikimedia.org/wikipedia/commons/6/64/Health_spending_vs_physicians_oecd_2008.png,https://commons.wikimedia.org/wiki/File:Health_spending_vs_physicians_oecd_2008.png,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,0.75,1,0.666666667,1,0.666666667,all,0.03159188,0.966330386,0.990591185,,,,,0.966330386,0.966330386,0.966330386
4,4/8/16,0,https://upload.wikimedia.org/wikipedia/commons/0/0e/800x598_Carte_Alaska_R3.jpg,https://commons.wikimedia.org/wiki/File:800x598_Carte_Alaska_R3.jpg,,,,,,0,0.75,0,1,0.1875,0.25,0.020833333,1,0.75,0.1875,0.75,0.1875,all,0.60906745,0.916137977,0.86931199,,,,,0.916137977,0.791830714,0.791830714
29,29-9,0,https://upload.wikimedia.org/wikipedia/commons/2/20/Pennsylvania_Congressional_Districts%2C_113th_Congress.tif,https://commons.wikimedia.org/wiki/File:Pennsylvania_Congressional_Districts%2C_113th_Congress.tif,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.773182927,0.898052038,0.741690298,,,,,,,
24,24-9,0,https://upload.wikimedia.org/wikipedia/commons/3/3b/Pbdmanifestoengineering.png,https://commons.wikimedia.org/wiki/File:Pbdmanifestoengineering.png,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.108612391,0.940762534,0.932006818,,,,,0.940762534,0.940762534,0.940762534
23,23-10,0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Fukushima7.png,https://commons.wikimedia.org/wiki/File:Fukushima7.png,,,,,,0,0.75,0,0,1.6875,0.25,0.1875,1,0.75,1.6875,0.75,1.6875,all,0.016077076,0.914669274,0.831993505,,,,,0.922448123,0.901083735,0.900585008
33,33-18,0,https://upload.wikimedia.org/wikipedia/commons/7/7f/Mature_flower_diagram.svg,https://commons.wikimedia.org/wiki/File:Mature_flower_diagram.svg,,,,,,0,0.75,0,0.5,0.6875,0.25,0.076388889,1,0.75,0.6875,0.75,0.6875,all,0.020322267,0.95816439,0.741098385,,,,,0.95816439,0.186888047,0.002617801
33,33-19,0,https://upload.wikimedia.org/wikipedia/commons/5/51/Sexual_cycle.svg,https://commons.wikimedia.org/wiki/File:Sexual_cycle.svg,,,,,,0,0.75,0,1,0.1875,0.25,0.020833333,1,0.75,0.1875,0.75,0.1875,all,0.020322267,0.95816439,0.519330125,,,,,0.95816439,0.912506901,0.912506901
17,17-13,0,https://upload.wikimedia.org/wikipedia/commons/8/8a/Map_of_USA_highlighting_states_with_no_income_tax_on_wages.svg,https://commons.wikimedia.org/wiki/File:Map_of_USA_highlighting_states_with_no_income_tax_on_wages.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.375372906,0.978370474,0.988460903,,,,,0.978370474,0.978347644,0.978347644
33,33-10,0,https://upload.wikimedia.org/wikipedia/commons/1/11/A_TransGender-Symbol_Plain3.svg,https://commons.wikimedia.org/wiki/File:A_TransGender-Symbol_Plain3.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.660873019,0.984332172,0.977535088,,,,,0.984332172,0.956408361,0.956408361
17,17-20,0,https://upload.wikimedia.org/wikipedia/commons/c/c9/U.S.-Tax-Revenues-As-GDP-Percentage-%2875-05%29.JPG,https://commons.wikimedia.org/wiki/File:U.S.-Tax-Revenues-As-GDP-Percentage-%2875-05%29.JPG,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.362348215,0.94142144,0.995111936,,,,,,,
15,15-11,0,https://upload.wikimedia.org/wikipedia/commons/b/b4/U.S._Insurance_Contributions_%281990_to_2010%29.jpg,https://commons.wikimedia.org/wiki/File:U.S._Insurance_Contributions_%281990_to_2010%29.jpg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.616529132,0.984512341,0.992410001,,,,,,,
36,36-11,0,https://upload.wikimedia.org/wikipedia/commons/7/7b/Recycling_symbol.svg,https://commons.wikimedia.org/wiki/File:Recycling_symbol.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.572755451,0.974571658,0.92409493,,,,,0.985342686,0.792561017,0.914038851
17,17-9,0,https://upload.wikimedia.org/wikipedia/commons/8/89/CBO_Effect_of_Taxes_and_Transfers_on_Income_Inequality_1979_to_2011.png,https://commons.wikimedia.org/wiki/File:CBO_Effect_of_Taxes_and_Transfers_on_Income_Inequality_1979_to_2011.png,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.375372906,0.978370474,0.995007199,,,,,0.986368778,0.974835564,0.978370474
27,27-8,0,https://upload.wikimedia.org/wikipedia/commons/d/dd/Same-sex_legislation_Lesser_Antilles_%28named%29.svg,https://commons.wikimedia.org/wiki/File:Same-sex_legislation_Lesser_Antilles_%28named%29.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,0.25,2,0,2,0,all,0.041610349,0.837676206,0.795110577,,,,,,,
40,40-16,0,https://upload.wikimedia.org/wikipedia/commons/d/d8/Limiting_global_warming_to_2_degrees_Celsius_-_options_to_reduce_greenhouse_gas_emissions_%28PBL%29.png,https://commons.wikimedia.org/wiki/File:Limiting_global_warming_to_2_degrees_Celsius_-_options_to_reduce_greenhouse_gas_emissions_%28PBL%29.png,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,0.75,0.333333333,0.222222222,0.333333333,0.222222222,all,0.055875103,0.849817909,0.915772654,,,,,,,
17,17-1,0,https://upload.wikimedia.org/wikipedia/commons/3/32/US_states_by_federal_tax_revenue.svg,https://commons.wikimedia.org/wiki/File:US_states_by_federal_tax_revenue.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.815384554,0.985334139,0.991552303,,,,,0.985334139,0.985334139,0.985334139
29,29-20,0,https://upload.wikimedia.org/wikipedia/commons/4/42/Ohio_Governor_Election_Results_by_County%2C_2010.svg,https://commons.wikimedia.org/wiki/File:Ohio_Governor_Election_Results_by_County%2C_2010.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.096689895,0.831501089,0.915804053,,,,,,,
15,15-13,0,https://upload.wikimedia.org/wikipedia/commons/d/d3/Health_uninsurance_rates_in_the_United_States_by_state%2C_2009.svg,https://commons.wikimedia.org/wiki/File:Health_uninsurance_rates_in_the_United_States_by_state%2C_2009.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.57818014,0.985733383,0.990209313,,,,,,,
17,17-17,0,https://upload.wikimedia.org/wikipedia/commons/2/23/CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010_V2.jpg,https://commons.wikimedia.org/wiki/File:CBO_Data_Shares_of_Market_Income_and_Net_Federal_Taxes%2C_By_Income_Group%2C_2010_V2.jpg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.366538723,0.986368778,0.994881954,,,,,,,
33,33-17,0,https://upload.wikimedia.org/wikipedia/commons/5/5f/Evolsex-dia2a.svg,https://commons.wikimedia.org/wiki/File:Evolsex-dia2a.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.020322267,0.95816439,0.759141521,,,,,0.95816439,0.691596954,0.810655499
19,19-8,0,https://upload.wikimedia.org/wikipedia/commons/c/cf/Regions_of_the_United_States_EPA.svg,https://commons.wikimedia.org/wiki/File:Regions_of_the_United_States_EPA.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.455886539,0.828851991,0.849921284,,,,,0.828851991,0.828851991,0.828851991
21,21-12,0,https://upload.wikimedia.org/wikipedia/commons/6/65/THV_structure.png,https://commons.wikimedia.org/wiki/File:THV_structure.png,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.796535387,0.924684857,0.435889147,,,,,0.924684857,0.924684857,0.924684857
26,26-33,0,https://upload.wikimedia.org/wikipedia/commons/9/9a/US_Natural_Gas_Production.svg,https://commons.wikimedia.org/wiki/File:US_Natural_Gas_Production.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,0.75,0.333333333,0.222222222,0.333333333,0.222222222,all,0.751475462,0.927731675,0.984425486,,,,,0.984882181,0.847735749,0.939074111
31,31-30,0,https://upload.wikimedia.org/wikipedia/commons/1/1a/Labour_supply_small.png,https://commons.wikimedia.org/wiki/File:Labour_supply_small.png,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,0.75,0,0,0,0,all,0.054680757,0.880640807,0.827360149,,,,,0.880640807,0.734948965,0.734948965
14,14-7,0,https://upload.wikimedia.org/wikipedia/commons/e/ee/Cmos-chip_structure_in_2000s_%28en%29.svg,https://commons.wikimedia.org/wiki/File:Cmos-chip_structure_in_2000s_%28en%29.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.070162162,0.828742188,0.940523487,,,,,,,
40,40-6,0,https://upload.wikimedia.org/wikipedia/commons/6/67/DJIA_during_911.svg,https://commons.wikimedia.org/wiki/File:DJIA_during_911.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,0.75,0,0,0,0,all,0.60129083,0.634107549,0.861193836,,,,,0.927216504,0.780662027,0.780662027
1,1/21/16,0,https://upload.wikimedia.org/wikipedia/commons/b/b3/World_Health_Organisation_regional_offices.svg,https://commons.wikimedia.org/wiki/File:World_Health_Organisation_regional_offices.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,0.833333333,0.4,0.24,0.4,0.24,all,0.011591444,0.958378469,0.310079705,,,,,0.976497088,0.815916262,0.958378469
31,31-7,0,https://upload.wikimedia.org/wikipedia/commons/0/0a/Health_care_cost_rise.svg,https://commons.wikimedia.org/wiki/File:Health_care_cost_rise.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.623707752,0.966216589,0.989039779,,,,,0.966216589,0.835599028,0.858675372
10,10/8/16,0,https://upload.wikimedia.org/wikipedia/commons/3/35/Flag_of_Kurdistan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kurdistan.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.060111307,0.990761158,0.984632558,,,,,,,
22,22-5,0,https://upload.wikimedia.org/wikipedia/commons/5/54/111th_Congress_roll_call_165.svg,https://commons.wikimedia.org/wiki/File:111th_Congress_roll_call_165.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,0.75,0.666666667,0.888888889,0.666666667,0.888888889,all,0.80016578,0.985571093,0.571929785,,,,,0.985571093,0.982148568,0.982148568
39,39-4,0,https://upload.wikimedia.org/wikipedia/commons/7/77/Arab_Spring_and_Regional_Conflict_Map.svg,https://commons.wikimedia.org/wiki/File:Arab_Spring_and_Regional_Conflict_Map.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.728808844,0.985445953,0.611272661,,,,,0.985445953,0.734057443,0.734057443
31,31-21,0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Health_Expenditure_per_capita_OECD_2013.png,https://commons.wikimedia.org/wiki/File:Health_Expenditure_per_capita_OECD_2013.png,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,0.75,0.666666667,0.222222222,0.666666667,0.222222222,all,0.198870926,0.975803133,0.984383315,,,,,0.975803133,0.914576105,0.950351781
4,4/17/16,0,https://upload.wikimedia.org/wikipedia/commons/0/0f/Public-Lands-Western-US.png,https://commons.wikimedia.org/wiki/File:Public-Lands-Western-US.png,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.102921993,0.915109343,0.916799205,,,,,0.915109343,0.426908593,0.363769675
4,4/7/16,0,https://upload.wikimedia.org/wikipedia/commons/8/84/Alaska1895.jpg,https://commons.wikimedia.org/wiki/File:Alaska1895.jpg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.651300082,0.93326011,0.951619546,,,,,0.93326011,0.93326011,0.93326011
24,24-6,0,https://upload.wikimedia.org/wikipedia/commons/8/84/Apple_Computer_Logo_rainbow.svg,https://commons.wikimedia.org/wiki/File:Apple_Computer_Logo_rainbow.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.796868855,0.922661401,0.94726119,,,,,0.927037083,0.796328226,0.922661401
4,4/14/16,0,https://upload.wikimedia.org/wikipedia/commons/8/82/Alaska_climate_regions_USGS.gif,https://commons.wikimedia.org/wiki/File:Alaska_climate_regions_USGS.gif,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.102921993,0.915109343,0.901211848,,,,,0.915109343,0.915109343,0.915109343
24,24-7,0,https://upload.wikimedia.org/wikipedia/commons/f/fa/Apple_first_logo.png,https://commons.wikimedia.org/wiki/File:Apple_first_logo.png,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.796868855,0.922661401,0.932267489,,,,,0.927037083,0.670221474,0.91531732
39,39-11,0,https://upload.wikimedia.org/wikipedia/commons/5/5f/2008_Democratic_Primaries_Popular_Vote.svg,https://commons.wikimedia.org/wiki/File:2008_Democratic_Primaries_Popular_Vote.svg,,,,,,0,0.5,0,0,0.75,0.166666667,0.083333333,1,0.5,0.75,0.5,0.75,all,0.022860952,0.97466059,0.978060175,,,,,0.9913114,0.968031775,0.97466059
4,4/15/16,0,https://upload.wikimedia.org/wikipedia/commons/0/09/Alaska_map_of_K%C3%B6ppen_climate_classification.svg,https://commons.wikimedia.org/wiki/File:Alaska_map_of_K%C3%B6ppen_climate_classification.svg,,,,,,0,0.5,0,0.5,0.25,0.166666667,0.027777778,1,0.5,0.25,0.5,0.25,all,0.102921993,0.915109343,0.771142958,,,,,,,
